id,user_id,plan_id,product,plan_name,billing_period,amount_cents,discount_cents,status,quantity,trial_start_date,trial_end_date,current_period_start,current_period_end,cancel_at_period_end,canceled_at,ended_at,created_at,updated_at,stripe_subscription_id,promo_code,payment_method,deleted_at
50,57,11,cloudsync,starter,monthly,999,0,canceled,1,,,2025-10-27,2025-11-26,True,2025-11-27T23:34:43,2025-12-27T23:34:43,2025-10-27T13:41:13,2025-10-27T13:41:13,sub_5fb8e40aa9b047caa13140dc,,card,
51,58,4,cloudsync,starter,annual,9990,0,canceled,20,,,2024-08-17,2025-08-17,True,2025-07-26T23:18:57,2025-08-25T23:18:57,2024-08-17T17:08:42,2024-08-17T17:08:42,sub_15e1b85cfddb47d6af94efa3,,card,
52,60,3,datahub,starter,monthly,1999,0,canceled,13,,,2024-10-23,2024-11-22,True,2024-12-09T23:38:20,2025-01-08T23:38:20,2024-10-23T00:13:43,2024-10-23T00:13:43,sub_531083d950e044a88e78f86b,,bank_transfer,
53,60,18,datahub,enterprise,monthly,19999,3491,active,19,,,2024-10-22,2024-11-21,False,,,2024-10-22T00:13:43,2024-10-22T00:13:43,sub_3500cb98c6334af89f3c5590,PROMO68,bank_transfer,
54,61,18,cloudsync,enterprise,annual,99990,25995,canceled,14,,,2025-08-27,2026-08-27,True,2025-10-12T18:37:31,2025-11-11T18:37:31,2025-08-27T19:32:36,2025-08-27T19:32:36,sub_e22c0bdf81e2488eb8c90f87,PROMO71,invoice,
55,62,3,cloudsync,enterprise,annual,99990,28589,active,4,,,2023-09-05,2024-09-04,False,,,2023-09-05T12:38:35,2023-09-05T12:38:35,sub_291286dfb04546f8a64524fb,PROMO76,card,
56,63,1,datahub,enterprise,annual,199990,9004,active,7,,,2024-03-20,2025-03-20,False,,,2024-03-20T00:11:37,2024-03-20T00:11:37,sub_ed7d6a0233e84e6a9c7a9385,PROMO91,invoice,
57,64,13,cloudsync,professional,monthly,2999,0,active,19,,,2023-12-29,2024-01-28,False,,,2023-12-29T11:08:57,2023-12-29T11:08:57,sub_ae0c23a103944f9b9cd9b561,,bank_transfer,
58,65,5,datahub,professional,annual,59990,0,canceled,9,,,2024-12-21,2025-12-21,True,2025-02-26T19:41:30,2025-03-28T19:41:30,2024-12-21T17:39:20,2024-12-21T17:39:20,sub_2f2008fb5ff947dcb6446739,,bank_transfer,
59,66,17,datahub,enterprise,monthly,19999,0,trial,15,2024-06-28,2024-07-12,2024-06-28,2024-07-28,False,,,2024-06-28T17:39:14,2024-06-28T17:39:14,sub_f35be59ad4d44e89aed8be9d,,bank_transfer,
60,66,9,teamchat,starter,monthly,1499,0,active,11,,,2024-07-02,2024-08-01,False,,,2024-07-02T17:39:14,2024-07-02T17:39:14,sub_7db7c43e6f74423c974a11f6,,card,
61,67,15,teamchat,enterprise,monthly,14999,0,canceled,1,,,2025-09-03,2025-10-03,True,2025-11-15T07:42:32,2025-12-15T07:42:32,2025-09-03T03:51:34,2025-09-03T03:51:34,sub_5792b4e672dd483c8d324b82,,card,
62,67,5,teamchat,starter,monthly,1499,0,trial,18,2025-08-29,2025-09-12,2025-08-29,2025-09-28,False,,,2025-08-29T03:51:34,2025-08-29T03:51:34,sub_62cc8f4a7bcc4e068d9df7ca,,bank_transfer,
63,68,10,datahub,professional,monthly,5999,0,canceled,13,,,2023-05-23,2023-06-22,True,2024-12-10T16:30:24,2025-01-09T16:30:24,2023-05-23T06:29:51,2023-05-23T06:29:51,sub_b0a90572cce048dfbcf7d50d,,card,
64,69,8,datahub,starter,monthly,1999,0,active,17,,,2024-11-13,2024-12-13,False,,,2024-11-13T14:49:54,2024-11-13T14:49:54,sub_a3974f60fd3e422ab1f0ed24,,card,
65,70,14,datahub,enterprise,monthly,19999,0,trial,3,2025-07-28,2025-08-11,2025-07-28,2025-08-27,False,,,2025-07-28T06:18:53,2025-07-28T06:18:53,sub_4431e242d1454f34b6df032e,,invoice,
66,73,9,datahub,professional,monthly,5999,1389,active,10,,,2024-03-20,2024-04-19,False,,,2024-03-20T17:12:41,2024-03-20T17:12:41,sub_9ef102f62ca4462db88daa97,PROMO58,bank_transfer,
67,73,8,cloudsync,professional,monthly,2999,0,trial,10,2024-03-15,2024-03-29,2024-03-15,2024-04-14,False,,,2024-03-15T17:12:41,2024-03-15T17:12:41,sub_4154a4ed7ca943529eb8e444,,invoice,
68,74,7,datahub,starter,annual,19990,0,active,10,,,2023-12-14,2024-12-13,False,,,2023-12-14T22:10:36,2023-12-14T22:10:36,sub_213a6e5bbdc54631a3099782,,invoice,
69,75,5,teamchat,enterprise,annual,149990,34056,active,15,,,2023-08-05,2024-08-04,False,,,2023-08-05T14:33:59,2023-08-05T14:33:59,sub_870accf8d8af4badad16c398,PROMO95,card,
70,76,5,datahub,professional,annual,59990,14094,trial,5,2024-12-17,2024-12-31,2024-12-17,2025-12-17,False,,,2024-12-17T02:25:51,2024-12-17T02:25:51,sub_81e31cc003da4318959c0759,PROMO45,card,
71,76,16,datahub,professional,annual,59990,0,canceled,15,,,2024-12-18,2025-12-18,True,2025-11-19T22:45:39,2025-12-19T22:45:39,2024-12-18T02:25:51,2024-12-18T02:25:51,sub_600d3eb963dd4d6fa86acaf8,,card,
72,76,17,datahub,starter,monthly,1999,0,past_due,10,,,2024-12-14,2025-01-13,False,,,2024-12-14T02:25:51,2024-12-14T02:25:51,sub_98f3ef5beb174909b965dcfb,,bank_transfer,
73,77,10,cloudsync,starter,monthly,999,92,trial,14,2025-03-04,2025-03-18,2025-03-04,2025-04-03,False,,,2025-03-04T13:32:30,2025-03-04T13:32:30,sub_63cfa64f373a4549aea83557,PROMO58,bank_transfer,
74,77,12,cloudsync,starter,monthly,999,0,active,6,,,2025-02-28,2025-03-30,False,,,2025-02-28T13:32:30,2025-02-28T13:32:30,sub_5a2fa6bf5c8b49e9a7ef2c3d,,invoice,
75,77,9,teamchat,enterprise,monthly,14999,0,trial,10,2025-02-27,2025-03-13,2025-02-27,2025-03-29,False,,,2025-02-27T13:32:30,2025-02-27T13:32:30,sub_b041cb204ebd4d3f864abca9,,bank_transfer,
76,78,14,cloudsync,enterprise,annual,99990,0,active,8,,,2025-12-02,2026-12-02,False,,,2025-12-02T14:48:58,2025-12-02T14:48:58,sub_58cd0d91644f4da5a952eedd,,invoice,
77,78,13,cloudsync,professional,annual,29990,4829,active,13,,,2025-12-01,2026-12-01,False,,,2025-12-01T14:48:58,2025-12-01T14:48:58,sub_433de09fdd9748a9b02a59cb,PROMO43,card,
78,79,9,cloudsync,starter,monthly,999,0,canceled,3,,,2023-03-17,2023-04-16,True,2024-08-11T09:15:41,2024-09-10T09:15:41,2023-03-17T06:15:48,2023-03-17T06:15:48,sub_bdece61e932f453ab5b375e1,,bank_transfer,
79,81,17,teamchat,starter,annual,14990,0,canceled,13,,,2025-11-14,2026-11-14,True,2026-01-07T18:12:46,2026-02-06T18:12:46,2025-11-14T15:32:56,2025-11-14T15:32:56,sub_7341ff4694664aa9803f59d2,,card,
80,82,2,cloudsync,enterprise,monthly,9999,0,active,3,,,2024-07-31,2024-08-30,False,,,2024-07-31T06:33:33,2024-07-31T06:33:33,sub_a41764fedc1c4516b9791e02,,card,
81,83,16,cloudsync,starter,annual,9990,0,trial,4,2025-08-15,2025-08-29,2025-08-15,2026-08-15,False,,,2025-08-15T12:26:05,2025-08-15T12:26:05,sub_78f5c594827d4b8385c459d2,,bank_transfer,
82,84,5,datahub,professional,monthly,5999,1591,trial,12,2025-12-24,2026-01-07,2025-12-24,2026-01-23,False,,,2025-12-24T18:03:57,2025-12-24T18:03:57,sub_86be75b8abd64a6986d44d1e,PROMO97,bank_transfer,
83,84,17,datahub,starter,annual,19990,0,past_due,11,,,2025-12-24,2026-12-24,False,,,2025-12-24T18:03:57,2025-12-24T18:03:57,sub_9159d80b91c24f739892392b,,invoice,
84,85,6,cloudsync,starter,annual,9990,0,active,18,,,2025-04-01,2026-04-01,False,,,2025-04-01T15:21:16,2025-04-01T15:21:16,sub_9595eb8649a140f2a8579cb6,,bank_transfer,
85,86,14,datahub,enterprise,monthly,19999,2807,active,4,,,2023-09-16,2023-10-16,False,,,2023-09-16T14:33:57,2023-09-16T14:33:57,sub_6638144c342849d480013452,PROMO64,card,
86,86,7,datahub,enterprise,monthly,19999,0,trial,20,2023-09-16,2023-09-30,2023-09-16,2023-10-16,False,,,2023-09-16T14:33:57,2023-09-16T14:33:57,sub_8860fa6703cf4588b635054f,,bank_transfer,
87,87,14,teamchat,professional,monthly,4999,0,canceled,18,,,2024-06-11,2024-07-11,True,2024-08-11T18:57:33,2024-09-10T18:57:33,2024-06-11T11:22:13,2024-06-11T11:22:13,sub_4f6a587e497c4ff9b6529066,,card,
88,88,6,teamchat,enterprise,monthly,14999,0,past_due,9,,,2024-11-18,2024-12-18,False,,,2024-11-18T21:40:51,2024-11-18T21:40:51,sub_e4a091222f314c82ba46682d,,bank_transfer,
89,89,13,cloudsync,starter,annual,9990,0,canceled,20,,,2024-01-23,2025-01-22,True,2024-12-21T14:19:08,2025-01-20T14:19:08,2024-01-23T03:05:09,2024-01-23T03:05:09,sub_f25211e963884771934b9033,,bank_transfer,
90,90,4,teamchat,professional,annual,49990,0,canceled,8,,,2024-09-09,2025-09-09,True,2025-07-13T18:54:32,2025-08-12T18:54:32,2024-09-09T21:07:52,2024-09-09T21:07:52,sub_622c91788f76455f8f4767ff,,bank_transfer,
91,91,13,teamchat,enterprise,monthly,14999,3705,canceled,3,,,2024-07-23,2024-08-22,True,2025-07-04T06:11:24,2025-08-03T06:11:24,2024-07-23T11:08:00,2024-07-23T11:08:00,sub_3f974e5a55854c488b99741f,PROMO10,invoice,
92,91,9,cloudsync,starter,monthly,999,0,canceled,6,,,2024-07-27,2024-08-26,True,2026-01-12T09:13:36,2026-02-11T09:13:36,2024-07-27T11:08:00,2024-07-27T11:08:00,sub_7d284827dbb74920b47e3f67,,invoice,
93,92,1,datahub,starter,monthly,1999,0,canceled,1,,,2024-07-23,2024-08-22,True,2025-09-17T22:38:54,2025-10-17T22:38:54,2024-07-23T22:47:36,2024-07-23T22:47:36,sub_7b6ad8428ea54643b300a1a9,,invoice,
94,92,8,cloudsync,enterprise,annual,99990,0,trial,2,2024-07-22,2024-08-05,2024-07-22,2025-07-22,False,,,2024-07-22T22:47:36,2024-07-22T22:47:36,sub_a4380dc79aa84455a4e5ce86,,card,
95,94,11,datahub,professional,annual,59990,0,canceled,8,,,2025-09-08,2026-09-08,True,2025-11-22T00:42:37,2025-12-22T00:42:37,2025-09-08T03:45:38,2025-09-08T03:45:38,sub_730e6f35f1a5436b86d3f080,,invoice,
96,95,5,teamchat,starter,monthly,1499,0,trial,16,2025-03-31,2025-04-14,2025-03-31,2025-04-30,False,,,2025-03-31T07:12:29,2025-03-31T07:12:29,sub_d15140a85f594115a3aacc34,,bank_transfer,
97,96,18,teamchat,starter,annual,14990,499,active,3,,,2024-03-07,2025-03-07,False,,,2024-03-07T19:14:09,2024-03-07T19:14:09,sub_a60679112ad941bd986b6c70,PROMO67,invoice,
98,97,2,cloudsync,enterprise,annual,99990,0,active,20,,,2025-12-24,2026-12-24,False,,,2025-12-24T11:08:50,2025-12-24T11:08:50,sub_272b89187adc4d9f8ef70b05,,invoice,
99,99,12,teamchat,professional,annual,49990,0,active,3,,,2024-09-13,2025-09-13,False,,,2024-09-13T17:01:49,2024-09-13T17:01:49,sub_3226cb42006e40af889e08e3,,invoice,
100,101,8,datahub,professional,monthly,5999,0,active,16,,,2024-02-24,2024-03-25,False,,,2024-02-24T18:16:11,2024-02-24T18:16:11,sub_6dc40f2f7f6a4e10a550562e,,bank_transfer,
101,102,3,teamchat,professional,annual,49990,0,canceled,10,,,2023-07-30,2024-07-29,True,2025-07-16T13:57:45,2025-08-15T13:57:45,2023-07-30T11:48:18,2023-07-30T11:48:18,sub_7cc47bd427114cdeaebdd99d,,bank_transfer,
102,103,13,datahub,starter,annual,19990,4109,active,5,,,2025-02-24,2026-02-24,False,,,2025-02-24T05:55:24,2025-02-24T05:55:24,sub_f6c8b999f0b24748a708af7d,PROMO67,card,
103,103,13,datahub,enterprise,annual,199990,0,active,7,,,2025-02-24,2026-02-24,False,,,2025-02-24T05:55:24,2025-02-24T05:55:24,sub_6c25bbedf5aa4eaaa512a972,,card,
104,104,5,datahub,starter,annual,19990,0,canceled,12,,,2024-04-26,2025-04-26,True,2025-04-03T02:27:51,2025-05-03T02:27:51,2024-04-26T17:23:38,2024-04-26T17:23:38,sub_6bede09cd467424a9d85b6b8,,bank_transfer,
105,106,9,datahub,professional,monthly,5999,0,trial,17,2024-04-14,2024-04-28,2024-04-14,2024-05-14,False,,,2024-04-14T11:46:42,2024-04-14T11:46:42,sub_f58912224b5f4ea4aa298ec2,,bank_transfer,
106,107,1,cloudsync,starter,monthly,999,0,canceled,17,,,2024-11-29,2024-12-29,True,2025-07-19T05:50:30,2025-08-18T05:50:30,2024-11-29T12:31:45,2024-11-29T12:31:45,sub_27e947ae2497479a9f8cca8e,,bank_transfer,
107,108,11,datahub,professional,monthly,5999,565,past_due,14,,,2023-08-16,2023-09-15,False,,,2023-08-16T13:08:09,2023-08-16T13:08:09,sub_b260bb1fa5f847ddbff7da5b,PROMO67,card,
108,109,17,teamchat,professional,annual,49990,414,active,9,,,2024-01-15,2025-01-14,False,,,2024-01-15T07:56:42,2024-01-15T07:56:42,sub_25632e7ef055417e94c317cd,PROMO28,card,
109,110,4,datahub,starter,annual,19990,882,canceled,4,,,2025-11-15,2026-11-15,True,2025-12-24T00:42:47,2026-01-23T00:42:47,2025-11-15T12:18:34,2025-11-15T12:18:34,sub_b9cb0202df5f4d7c92da9041,PROMO19,invoice,
110,110,2,teamchat,enterprise,annual,149990,0,canceled,10,,,2025-11-18,2026-11-18,True,2025-12-23T16:31:00,2026-01-22T16:31:00,2025-11-18T12:18:34,2025-11-18T12:18:34,sub_a7ce37a2392b491aa35279ff,,card,
111,111,1,cloudsync,professional,annual,29990,7517,active,7,,,2024-03-21,2025-03-21,False,,,2024-03-21T17:12:42,2024-03-21T17:12:42,sub_5b1624442e1f41a885dc03a7,PROMO84,card,
112,113,13,datahub,enterprise,monthly,19999,1106,trial,9,2025-04-30,2025-05-14,2025-04-30,2025-05-30,False,,,2025-04-30T00:43:26,2025-04-30T00:43:26,sub_db1457cdeb384bd09fbb1e96,PROMO73,card,
113,113,3,cloudsync,professional,monthly,2999,725,canceled,13,,,2025-04-30,2025-05-30,True,2025-06-06T12:51:45,2025-07-06T12:51:45,2025-04-30T00:43:26,2025-04-30T00:43:26,sub_de6777868d8b4cc1b6c2191c,PROMO34,invoice,
114,114,9,teamchat,enterprise,monthly,14999,825,active,13,,,2025-11-01,2025-12-01,False,,,2025-11-01T18:25:04,2025-11-01T18:25:04,sub_66ed22c65db145408d4e0c6c,PROMO83,card,
115,115,2,teamchat,starter,annual,14990,0,active,13,,,2024-07-11,2025-07-11,False,,,2024-07-11T14:31:19,2024-07-11T14:31:19,sub_cf55b1f11a53463096edd474,,invoice,
116,115,8,teamchat,starter,monthly,1499,0,past_due,20,,,2024-07-09,2024-08-08,False,,,2024-07-09T14:31:19,2024-07-09T14:31:19,sub_a551528d9d464ba1a56c46a4,,card,
117,117,13,teamchat,starter,monthly,1499,0,trial,8,2024-09-12,2024-09-26,2024-09-12,2024-10-12,False,,,2024-09-12T17:33:06,2024-09-12T17:33:06,sub_4c1831270367406fb735b85a,,invoice,
118,117,11,datahub,starter,annual,19990,0,canceled,6,,,2024-09-16,2025-09-16,True,2025-09-07T18:50:32,2025-10-07T18:50:32,2024-09-16T17:33:06,2024-09-16T17:33:06,sub_5cd7e305cbeb42848fde0a3c,,invoice,
119,117,9,cloudsync,enterprise,annual,99990,0,trial,20,2024-09-15,2024-09-29,2024-09-15,2025-09-15,False,,,2024-09-15T17:33:06,2024-09-15T17:33:06,sub_f1e8376bdfad4e88802e7d5a,,bank_transfer,
120,118,1,teamchat,enterprise,monthly,14999,3390,active,6,,,2025-08-17,2025-09-16,False,,,2025-08-17T14:33:16,2025-08-17T14:33:16,sub_c3c483cb381a48c090f19e43,PROMO15,bank_transfer,
121,120,8,cloudsync,enterprise,monthly,9999,897,active,20,,,2024-05-20,2024-06-19,False,,,2024-05-20T23:38:21,2024-05-20T23:38:21,sub_c8d4682291334f21add39d0d,PROMO14,invoice,
122,122,6,cloudsync,starter,monthly,999,0,trial,1,2024-04-16,2024-04-30,2024-04-16,2024-05-16,False,,,2024-04-16T17:02:21,2024-04-16T17:02:21,sub_fa6f04cc4d3a484e9b921030,,card,
